job.log: 2024/03/18 14:45:22  Created 'KKelly - Latest 2D Scene' by 'admin'
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_silver-birch_leaf-01-fall_base-color.png' by User admin
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_silver-birch_leaf-01-fall_subsurface.png' by User admin
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_silver-birch_branch-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_rosemary_leaf-06-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_rosemary_leaf-06-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:11  Added Asset 'lbw_plnts_v01_rosemary_leaf-06-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:12  Added Asset 'lbw_plnts_v01_silver-birch_branch-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:12  Added Asset 'lbw_plnts_v01_rosemary_trunk-01_displacement.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_trunk-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-05-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-06_subsurface.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-06-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-06_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-05-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-05-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-05_subsurface.png' by User admin
job.log: 2024/03/19 00:51:13  Added Asset 'lbw_plnts_v01_rosemary_leaf-04-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:14  Added Asset 'lbw_plnts_v01_rosemary_leaf-05-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:14  Added Asset 'lbw_plnts_v01_rosemary_leaf-04-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:14  Added Asset 'lbw_plnts_v01_rosemary_leaf-05_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-04_subsurface.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-04-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-04-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-04_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-02-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:15  Added Asset 'lbw_plnts_v01_rosemary_leaf-03_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-02_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-02-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-02-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-02-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-01-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-01-front_displacement.png' by User admin
job.log: 2024/03/19 00:51:16  Added Asset 'lbw_plnts_v01_rosemary_leaf-01-back_displacement.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_leaf-01-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_leaf-01_subsurface-color.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_leaf-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-04_displacement.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-05_base-color.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-05_displacement.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-04_subsurface.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-05_subsurface.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-03_displacement.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-02_displacement.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-03_base-color.png' by User admin
job.log: 2024/03/19 00:51:17  Added Asset 'lbw_plnts_v01_rosemary_blossom-04_base-color.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rosemary_blossom-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rosemary_blossom-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rosemary_blossom-01_displacement.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rosemary_blossom-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-03_bump.png' by User admin
job.log: 2024/03/19 00:51:18  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-03_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:19  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-03_base-color.png' by User admin
job.log: 2024/03/19 00:51:19  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-02_bump.png' by User admin
job.log: 2024/03/19 00:51:19  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:19  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-02_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:19  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01-front_bump.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_petal-01-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03-front_bump.png' by User admin
job.log: 2024/03/19 00:51:20  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02-front_bump.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01-front_bump.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:21  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:22  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-02_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:22  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-02_bump.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_leaf-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-01_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-01_bump.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-07_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:23  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-07_subsurface.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_branch-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-07_bump.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-06_subsurface.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-06_bump.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-07_base-color.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-06_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-05_subsurface.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-05_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-05_bump.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-04_subsurface.png' by User admin
job.log: 2024/03/19 00:51:24  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-06_base-color.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-05_base-color.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-04_bump.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-04_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-03_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-04_base-color.png' by User admin
job.log: 2024/03/19 00:51:25  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-03_bump.png' by User admin
job.log: 2024/03/19 00:51:26  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:26  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-02_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:26  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-02_bump.png' by User admin
job.log: 2024/03/19 00:51:26  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-03_base-color.png' by User admin
job.log: 2024/03/19 00:51:26  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-01_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_rocky-mountain-columbine-mckana_blossom-01_bump.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-02-front_bump.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-02-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:27  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-02-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:28  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:28  Added Asset 'lbw_plnts_v01_red-frangipani_trunk-01_displacement.png' by User admin
job.log: 2024/03/19 00:51:30  Added Asset 'lbw_plnts_v01_red-frangipani_trunk-01_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_trunk-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-01-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-01-front_bump.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_branch-02_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_leaf-01-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-05_subsurface.png' by User admin
job.log: 2024/03/19 00:51:35  Added Asset 'lbw_plnts_v01_red-frangipani_branch-02_displacement.png' by User admin
job.log: 2024/03/19 00:51:36  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-05_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:36  Added Asset 'lbw_plnts_v01_red-frangipani_branch-01_displacement.png' by User admin
job.log: 2024/03/19 00:51:36  Added Asset 'lbw_plnts_v01_red-frangipani_branch-02_base-color.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_branch-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-05_bump.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-04_subsurface.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-04_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-04_bump.png' by User admin
job.log: 2024/03/19 00:51:37  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-05_base-color.png' by User admin
job.log: 2024/03/19 00:51:38  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:38  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_trunk-01_bump.png' by User admin
job.log: 2024/03/19 00:51:38  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_trunk-01_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:38  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03-front_bump.png' by User admin
job.log: 2024/03/19 00:51:38  Added Asset 'lbw_plnts_v01_red-frangipani_blossom-04_base-color.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_trunk-01_base-color.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03_subsurface.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-03-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02-front_bump.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01-front_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:39  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02_subsurface.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-02-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01-back_specular-roughness.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01-front_bump.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01-front_base-color.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01_subsurface.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_leaf-01-back_base-color.png' by User admin
job.log: 2024/03/19 00:51:40  Added Asset 'lbw_plnts_v01_english-lavender-blue-scent_branch-02_specular-roughness.png' by User admin
